State,Location,Address,City,Facility,Hours,Phone Number,Eligibility,Link
Maine,CVS Health COVID-19 Testing Site,111 Auburn Street,Portland,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maine,Walgreens,701 Forest Ave,Portland,Drive-thru,9am-5pm,,No appointment needed. A valid ID is required. Bring insurance card if you have one.,
Maine,Maine Health,6 Glen Cove Drive,Rockport,Clinic,,207-301-8000,,https://mainehealth.org/coronavirus-covid-19
Maine,Maine Health,655 Main ST,Saco,Clinic,,207-294-5600,,https://mainehealth.org/coronavirus-covid-19
Maine,Convenient MD,506 Main Street,Saco,Clinic,,207-571-7991,,https://convenientmd.com/covid-19-testing/
Maine,Maine Health,25A June ST STE 011,Sanford,Clinic,,207-490-7900,,https://mainehealth.org/coronavirus-covid-19
Maine,ClearChoiceMD Urgent Care,273 Payne Road,Scarborough,Clinic,Daily 8AM—6PM,(207) 618-9355,Patients encouraged to save a spot online or schedule a virtual visit,https://ccmdcenters.com/coronavirus2019
Maine,Redington-Fairview General Hospital,46 Fairview Avenue,Skowhegan,Drive-thru,"Monday-Friday, 9:00 am to 12:00 pm.",207-474-5121,,https://www.rfgh.net/index.xhtml
Maine,AFC Urgent Care South Portland,230 Waterman Dr,South Portland,Clinic,,207.358.3188,,https://www.afcurgentcaresouthportland.com/covid-19-testing/
Maine,CVS Health COVID-19 Testing Site,51 Market Street,South Portland,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maine,Maine Urgent Care,105 Topsham Fair Mall Rd.,Topsham,Clinic,Daily 8AM—8PM,207-798-6300,Must meet CDC testing criteria,https://www.cmhc.org/about-us/covid-19/
Maine,Inland Hospital,200 Kennedy Memorial Dr,Waterville,Drive-thru,,,pre-screen by provider + calling ahead,
Maine,Convenient MD,950 Main St.,Westbrook,Clinic,,207-517-3800,,https://convenientmd.com/covid-19-testing/
Maine,Maine Health,123 Andover Road,Westbrook,Clinic,,207-761-2200,,https://mainehealth.org/coronavirus-covid-19
Maine,York Walk-In Care,343 US Route 1,York,Drive-thru,"Monday – Thursday, 8 am – 4 pm; Friday, 8 am – 6 pm; Saturday, 10 am – 6 pm; Sunday, 10 am – 4 pm",207-351-2000,,https://www.yorkhospital.com/covid-19-testing-info/
Maryland,Department of Health Annex Building,1 Harry S. Truman Parkway,Annapolis,Drive-thru,TTh 10-2,410-222-7256,appt only,https://aahealth.org/aaco-doh-covid-19-clinics-in-annapolis/
Maryland,Righttime Medical Care,2114 Generals Highway,Annapolis,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/
Maryland,CVS Health COVID-19 Testing Site,975 Bay Ridge Road,Annapolis,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,503 South Cherry Grove Avenue,Annapolis,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,"1500 Ritchie Highway, SWC",Arnold,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,2504 North Charles Street,Baltimore,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,2560 West Franklin Street,Baltimore,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,9519 Philadelphia Road,Baltimore,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,11100 Baltimore Avenue,Beltsville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,Johns Hopkins Suburban Hospital,8600 Old Georgetown Rd.,Bethesda,Hospital,24 hours,443-997-9537,Must be pre-screened or have a doctor's referral,https://www.hopkinsmedicine.org/coronavirus/index.html
Maryland,Righttime Medical Care,4507 Stanford Street,Bethesda,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/
Maryland,CVS Health COVID-19 Testing Site,7809 Wisconsin Avenue,Bethesda,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,1910 Crain Highway,Bowie,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,6001 Highbridge Road,Bowie,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,15600 Columbia Pike,Burtonsville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,Righttime Medical Care,44980 St. Andrew's Church Road,California,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/
Maryland,Your Doc's In Urgent Care,300 Sunburst Hwy,Cambridge,Clinic,M-F 8am - 8pm; S/S 8am - 6pm,877-222-4937,,https://www.yourdocsin.com/
Maryland,CVS Health COVID-19 Testing Site,4840 Marlboro Pike,Capitol Heights,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,9305-9 Harford Road,Carney,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,Righttime Medical Care,6500 Baltimore National Pike,Catonsville,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/
Maryland,CVS Health COVID-19 Testing Site,6383 Ten Oaks Road,Clarksville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,Walgreens,122 Cranbrook Road,Cockeysville,Drive-thru,9am-5pm,,No appointment needed. A valid ID is required. Bring insurance card if you have one.,
Maryland,University of Maryland Urgent Care,5890 Waterloo Road,Columbia,Clinic,Mon—Fri 8AM—8PM; Sat—Sun 8AM—6PM,667-214-2100,Must be evaluated by phone first; priority is given to high-risk patients,https://www.umfpi.org/locations/urgent-care
Maryland,Righttime Medical Care,6334 Cedar Lane,Columbia,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/
Maryland,CVS Health COVID-19 Testing Site,5405 Lynx Lane,Columbia,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,Righttime Medical Care,2225-D Defense Hwy,Crofton,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/
Maryland,Vehicle Emissions Site,721 E Ordnance Rd,Curtis Bay,Drive-thru,,,"people with symptoms who are either a health-care worker, a first-responder, over 65 years old, live in group homes or are deemed “medically unstable” by their doctor.",https://aahealth.org/covid-19-testing-at-veip-sites/
Maryland,Your Doc's In Urgent Care,8163 Ocean Gateway,Easton,Clinic,M-F 8am - 8pm; S/S 8am - 6pm,877-222-4936,,https://www.yourdocsin.com/
Maryland,CVS Health COVID-19 Testing Site,1013 Woodbridge Center Way,Edgewood,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,6040 Sykesville Road,Eldersburg,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,Centennial Medical Group,8186 Lark Brown Rd,Elkridge,Clinic,M-F 8am-4pm,410-730-3399,,https://www.centennialmedical.com/covid-19-testing-and-patient-faqs/
Maryland,AllCare,9396 Baltimore Natl Pike,Ellicott City,Drive-thru,"M-F 6p-7p, S-S 12p-1p",,telemedicine visit first,https://allcarefamilymed.com/coronavirus
Maryland,CVS Health COVID-19 Testing Site,50 Eastern Boulevard,Essex,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,228 Mountain Road,Fallston,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,vehicle emissions site,1631 Robin Cir #3068,Forest Hill,Drive-thru,,,"people with symptoms who are either a health-care worker, a first-responder, over 65 years old, live in group homes or are deemed “medically unstable” by their doctor.",https://www.umms.org/uch/coronavirus/mobile-testing
Maryland,CVS Health COVID-19 Testing Site,7012 Marlboro Pike,Forestville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,11906 Livingston Road,Fort Washington,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,8201 Oxon Hill Road,Fort Washington,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,Righttime Medical Care,201 Shorebird St.,Frederick,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/
Maryland,CVS Health COVID-19 Testing Site,2040 Rosemont Avenue,Frederick,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,1460B West Patrick Street,Frederick,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,8032 Liberty Road,Frederick,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,8197 Westside Boulevard,Fulton,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,Righttime Medical Care,882 Muddy Branch Road,Gaithersburg,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/
Maryland,CVS Health COVID-19 Testing Site,12215 Darnestown Road,Gaithersburg,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,Chesapeake ERgent Care,1071 MD-3 #101,Gambrills,Drive-thru,,,,
Maryland,Upcounty Regional Services Center,12900 Middlebrook Road,Germantown,,Mondays,240-777-1755,Appt only; PCP referral,https://montgomerycountymd.gov/HHS/RightNav/Coronavirus.html
Maryland,Medical Access,12321 Middlebrook Rd,Germantown,Clinic,M-F 8am - 8pm; S/S 8am - 4 pm,301-273-7549,,https://www.medicalaccessmd.com/coronavirus-covid-19
Maryland,Righttime Medical Care,19777 Frederick Road,Germantown,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/
Maryland,CVS Health COVID-19 Testing Site,12825 Wisteria Drive,Germantown,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,19901 Frederick Road,Germantown,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,7400 Ritchie Highway,Glen Burnie,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,8601 Martin Luther King Jr. Hwy.,Glenarden,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,5910 Greenbelt Road,Greenbelt,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,Meritus Health,24 N. Walnut Street,Hagerstown,Hospital,Mon—Fri 10AM—4PM,301-790-8000,Must have symptoms,https://www.meritushealth.com/patients-visitors/public-notice/
Maryland,CVS Health COVID-19 Testing Site,10 East Wilson Boulevard,Hagerstown,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,1503 Potomac Avenue,Hagerstown,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,Meritus,13620 Crayton Blvd.,Hagerstown,Drive-thru,M-F 8-4; SSu 11-3,,symptomatic,https://www.meritushealth.com/patients-visitors/public-notice/
Maryland,Righttime Medical Care,7698 Dorchester Blvd.,Hanover,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/
Maryland,CVS Health COVID-19 Testing Site,7706 Milestone Parkway,Hanover,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,1008 Pulaski Highway,Havre De Grace,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,5621 Sargent Road,Hyattsville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,7650 Port Capital Dr.,Jessup,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,Righttime Medical Care,500 Charles Street,La Plata,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/
Maryland,FedEx Field,1600 Fedex Way,Landover,Drive-thru,,301-883-6627,appts only;,
Maryland,CVS Health COVID-19 Testing Site,7401 Annapolis Road,Landover Hills,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,Doctors Community Hospital,8118 Good Luck Rd,Lanham,Drive-thru,,,,
Maryland,CVS Health COVID-19 Testing Site,8201 Annapolis Road,New Carrolton,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,5414 Rotary Avenue,New Market,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,4140 Joppa Road,Nottingham,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,Your Doc's In Urgent Care,12385 Ocean Gateway,Ocean City,Clinic,M-F 8am - 8pm; S/S 8am - 6pm,877-222-4939,,https://www.yourdocsin.com/
Maryland,CVS Health COVID-19 Testing Site,12001 Coastal Highway,Ocean City,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,1102 Annapolis Road,Odenton,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,Righttime Medical Care,18045 Georgia Ave,Olney,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/
Maryland,Owings Mills Vehicle Emissions Inspection Program,11510 Cronridge Dr,Owings Mills,Drive-thru,WF,410-887-3816,referral; appt only,https://www.baltimorecountymd.gov/News/BaltimoreCountyNow/baltimore-county-announces-two-new-covid-19-testing-sites
Maryland,CVS Health COVID-19 Testing Site,10201 Reisterstown Road,Owings Mills,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,Righttime Medical Care,8125-H Ritchie Hwy.,Pasadena,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/
Maryland,CVS Health COVID-19 Testing Site,8501 Fort Smallwood Road,Pasadena,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,9820 Belair Road,Perry Hall,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,Righttime Medical Care,1807 Reisterstown Road,Pikesville,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/
Maryland,Your Doc's In Urgent Care,1511 Ocean Hwy,Pocomoke,Clinic,M-F 8am - 8pm; S/S 8am - 6pm,877-222-4938,,https://www.yourdocsin.com/
Maryland,Righttime Medical Care,"350 Fortune Terrace, Suite D",Potomac,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/
Maryland,Liberty Family Resource Center,3525 Resource Dr,Randallstown,Drive-thru,Mondays,410-887-3816,referral; appt only,https://www.baltimorecountymd.gov/News/BaltimoreCountyNow/baltimore-county-announces-two-new-covid-19-testing-sites
Maryland,PM Pediatrics,12254 Rockville Pike,Rockville,Drive-thru,10:30-3:30 daily,(301) 230-2767,folks 26 and under + household members/frontline workers; pre registered as patients,https://pmpediatrics.com/covid-rockville/
Maryland,Physicians Now Urgent Care,15215 Shady Grove Road,Rockville,Clinic,Mon—Fri 10am—4pm,301-637-5328,,https://www.myphysiciansnow.com/covid-19-testing
Maryland,Righttime Medical Care,12220 Rockville Pike,Rockville,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/
Maryland,CVS Health COVID-19 Testing Site,1580 Rockville Pike,Rockville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,20 Upper Rock Circle,Rockville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,360 Hungerford Dr.,Rockville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,799 Rockville Pike,Rockville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,Your Doc's In Urgent Care,2425 N. Salisbury Blvd,Salisbury,Clinic,M-F 8am - 8pm; S/S 8am - 6pm,877-222-4934,Anyone who meets mandatory guidelines,https://www.yourdocsin.com/
Maryland,Your Doc's In Urgent Care,1135 S. Salisbury Blvd,Salisbury,Clinic,M-F 8am - 8pm; S/S 8am - 6pm,877-222-4935,,https://www.yourdocsin.com/
Maryland,CVS Health COVID-19 Testing Site,1016 South Salisbury Boulevard,Salisbury,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,7851 Telegraph Road,Severn,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,2600 Annapolis Road,Severn,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,157 Ritchie Highway,Severna Park,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,Vehicle emissions site,2121 Industrial Parkway,Silver Spring,Drive-thru,TTh,240-777-1755,PCP referral,https://montgomerycountymd.gov/HHS/RightNav/Coronavirus.html
Maryland,Righttime Medical Care,20 University Boulevard East,Silver Spring,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/
Maryland,CVS Health COVID-19 Testing Site,3714 Branch Avenue,Temple Hills,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,Maryland State Fairgrounds,2200 York Rd,Timonium,Drive-thru,TTh,410-887-3816,referral; appt only,https://www.baltimorecountymd.gov/News/BaltimoreCountyNow/baltimore-county-announces-two-new-covid-19-testing-sites
Maryland,Righttime Medical Care,7825 York Road,Towson,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/
Maryland,CVS Health COVID-19 Testing Site,5100 Brown Station Road,Upper Marlboro,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,7600 SE Crain Highway,Upper Marlboro,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,3350 Worthington Road,Urbana,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,Righttime Medical Care,3350 Crain Hwy.,Waldorf,Clinic,Hours vary; call for appointment,888-808-6483,first responders; individuals with symptoms,https://www.myrighttime.com/
Maryland,CVS Health COVID-19 Testing Site,3061 Technology Place,Waldorf,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,3855 Leonardtown Road,Waldorf,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,vehicle emissions site,28 Henry Ford Cir #2787,Waldorf,Drive-thru,,,"people with symptoms who are either a health-care worker, a first-responder, over 65 years old, live in group homes or are deemed “medically unstable” by their doctor.",http://www.charlescountyhealth.org/veip-testing-information/
Maryland,CVS Health COVID-19 Testing Site,11190 Viers Mill Road,Wheaton,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Maryland,CVS Health COVID-19 Testing Site,4200 Altamont Place,White Plains,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,Sturdy Memorial Urgent,266 Washington St,Attleboro,Drive-thru,,,"Sturdy Memorial patients, appointment only",https://patch.com/massachusetts/attleboro/coronavirus-drive-thru-testing-center-opens-south-attleboro
Massachusetts,Capecode Community College,"2240 Iyannough Rd, West",Barnstable,Drive-thru,,1-844-ASK-CCHC,,https://www.capecodhealth.org/medical-services/infectious-disease/coronavirus/
Massachusetts,American Family Urgent Care,154 Great Road,Bedford,Clinic,,781-430-8161,,https://afcurgentcarestoneham.com/covid-19-testing-and-faqs-stoneham/
Massachusetts,Bellingham Urgent Care,1 Wrentham Street,Bellingham,Clinic,,508-488-5488,,https://natickurgentcare.com/
Massachusetts,Convenient MD,245 Hartford Ave,Bellingham,Drive-thru,,774-295-4355,,https://convenientmd.com/covid-19-testing/
Massachusetts,CVS Health COVID-19 Testing Site,370 Pulaski Boulevard,Bellingham,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,American Family Care,50 Dodge St,Beverly,Clinic,,(978) 922 – 2171,,https://www.afcurgentcarebeverly.com/covid-19-updates-faqs/
Massachusetts,Care Well Urgent Care,510 Boston Road,Billerica,Clinic,,800-659-5411,,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts,One Medical,185 Dartmouth Street Suite 603,Boston,Drive-thru,,617-224-5351,,https://www.onemedical.com/coronavirus/
Massachusetts,Dimock Health Center,55 Dimock St,Boston,Clinic,,617-442-8800 ext. 2683,,https://www.dimock.org/
Massachusetts,Josiah Quincy School,885 Washington Street,Boston,Clinic,,617-636-0019,,https://www.tuftsmedicalcenter.org/covidtesting
Massachusetts,One Medical,28 State Street Suite 2860,Boston,Drive-thru,,617-903-5000,,https://www.onemedical.com/coronavirus/
Massachusetts,Fenway Health,1340 Boylston Street,Boston,Clinic/ Drive-thru,,617.927.6000,,https://fenwayhealth.org/care/medical/covid-19-testing/
Massachusetts,Fenway Health,142 Berkeley Street,Boston,Clinic/ Drive-thru,,617.927.6000,,https://fenwayhealth.org/care/medical/covid-19-testing/
Massachusetts,Fenway Health,75 Kneeland Street,Boston,Clinic/ Drive-thru,,617.927.6000,,https://fenwayhealth.org/care/medical/covid-19-testing/
Massachusetts,Brigham and Women’s Hospital - ambulance bay,75 Francis St,Boston,Drive-thru,,,,
Massachusetts,Suffolk Downs,525 William F McClellan Hwy,Boston,Drive-thru,,,first responders only,https://ebnhc.org/en/visitorpatient-info/covid-19/covid-19-testing.html
Massachusetts,Suffolk Downs Race Track,525 William F McClellan Hwy,Boston,Drive-thru,,,first responders only,https://patch.com/massachusetts/boston/boston-opens-first-coronavirus-testing-site-suffolk-downs
Massachusetts,CVS Health COVID-19 Testing Site,178 Washington Street,Braintree,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,Care Central,233 Broad Street,Bridgewater,Drive-thru,,(508) 807-5265,,https://carecentralurgentcare.com/covid-19-virus-announcement/
Massachusetts,CVS Health COVID-19 Testing Site,9-19 Summer Street,Bridgewater,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,Brockton High School,470 Forest Ave,Brockton,Drive-thru,,844-483-7819,call ahead,https://www.enterprisenews.com/news/20200505/drive-through-coronavirus-testing-underway-at-brockton-high-school
Massachusetts,Walmart,700 Oak St,Brockton,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",,,https://corporate.walmart.com/covid19testing
Massachusetts,American Family Urgent Care,90 Middlesex Tpke,Burlington,Clinic,,781-270-4700,,https://afcurgentcarestoneham.com/covid-19-testing-and-faqs-stoneham/
Massachusetts,First Church Cambridge,11 Garden Street,Cambridge,Clinic,Wednesdays: 4 p.m. - 6 p.m.,617-665-3795,,https://www.cambridgema.gov/-/media/Files/citymanagersoffice/COVID19/covid19testingjuly.pdf
Massachusetts,Jefferson Park Clinic,266-B Rindge Avenue,Cambridge,Clinic,Wednesdays: 11 a.m. - 3 p.m.,617-665-3795,,https://www.cambridgema.gov/-/media/Files/citymanagersoffice/COVID19/covid19testingjuly.pdf
Massachusetts,Millers Rivers Apartment,661 Cambridge Street,Cambridge,Clinic,Thursdays: 12 p.m. - 4 p.m.,617-665-3795,,https://www.cambridgema.gov/-/media/Files/citymanagersoffice/COVID19/covid19testingjuly.pdf
Massachusetts,Pisani Center,131 Washington Street,Cambridge,Clinic,Thursdays: 5 p.m. - 8 p.m.,617-665-3795,,https://www.cambridgema.gov/-/media/Files/citymanagersoffice/COVID19/covid19testingjuly.pdf
Massachusetts,Care Well Urgent Care,1400 Cambridge Street,Cambridge,Clinic,,800-659-5411,,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts,Care Well Urgent Care,601-603 Concord Ave,Cambridge,Clinic,,800-659-5411,,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts,CVS Health COVID-19 Testing Site,100D North Main Street,Carver,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,CVS Health COVID-19 Testing Site,142 Worcester Road,Charlton,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,Beth Israel Deaconess HealthCare-Chelsea,1000 Broadway,Chelsea,Clinic,,617-975-6060,,https://www.bidmc.org/patient-and-visitor-information/covid-19-update
Massachusetts,CVS Health COVID-19 Testing Site,1010 Revere Beach Parkway,Chelsea,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,One Medical,199 Boylston St,Chestnut Hill,Drive-thru,,1-888-ONEMED1,appt only,https://www.onemedical.com/blog/live-well/covid-19-testing-one-medical
Massachusetts,Physician One Urgent Care,1210 Boylston Street,Chestnut Hill,Clinic,,617.608.3215,,https://physicianoneurgentcare.com/coronavirus2019
Massachusetts,MedExpress,1505 Memorial Drive,Chicopee,Clinic,8am - 8pm,413-533-3049,,https://www.medexpress.com/location/ma/chicopee/cps/?utm_source=yext&utm_medium=organic&utm_campaign=Evergreen
Massachusetts,CVS Health COVID-19 Testing Site,235 Center Street,Chicopee,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,Ocean State Healthcare,2140 Mendon Rd.,Cumberland,Drive-thru,,(401) 642-2072,,https://www.oceanstateurgentcare.com/
Massachusetts,CVS Health COVID-19 Testing Site,311 Newbury Street,Danvers,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,Pediatrics Urgent Care,719 Providence Highway,Dedham,Drive-thru,,781.461.6767,,https://pmpediatrics.com/coronavirus-covid-19-frequently-asked-questions/
Massachusetts,Daniel Driscoll – Neponset Health Center,398 Neponset Avenue,Dorchester,Drive-thru,,(617) 282-3200,,https://www.hhsi.us/locations/daniel-driscoll-neponset-health-center/
Massachusetts,DotHouse Health,1353 Dorchester Ave,Dorchester,Hospital,,(617) 288-3230,,http://www.dorchesterhouse.org/COVID_19Testing.htm
Massachusetts,Codman Square Health Center,637 Washington Street,Dorchester,Clinic,M - F 9am to 5pm,(617) 825-9660,,https://www.codman.org/coronavirus-covid-19/
