State;Location;Address;City;Facility;Phone Number"
"Kentucky;Southern High School;8620 Preston Hwy.;Louisville;Drive-thru;"
"Kentucky;University of Louisville;Downtown - corner of East Liberty and South Brook;Louisville;Drive-thru;"
"Kentucky;Walmart;2020 Bashford Manor Ln;Louisville;Drive-thru;"
"Kentucky;Kroger;;Madisonville;Drive-thru;"
"Kentucky;Jessamine County Health;210 East Walnut;Nicholasville;Drive-thru;859-885-4149"
"Kentucky;Kroger;;Paducah;Drive-thru;"
"Kentucky;Kroger;;Pikeville;Drive-thru;"
"Kentucky;CVS Health COVID-19 Testing Site;2169 Midland Trail;Shelbyville;Drive-thru;"
"Kentucky;Kroger;;Somerset;Drive-thru;"
"Kentucky;CVS Health COVID-19 Testing Site;24 West Lexington Avenue;Winchester;Drive-thru;"
"Louisiana;SouthStar Urgent Care;3013 Veterans Memorial Drive;Abbeville;Clinic;337-893-2273"
"Louisiana;CVS Health COVID-19 Testing Site;1100 Veterans Memorial Drive;Abbeville;Drive-thru;"
"Louisiana;CVS Health COVID-19 Testing Site;1214 Main Street;Baker;Drive-thru;"
"Louisiana;Walmart;14507 Plank Rd;Baker;Drive-thru;"
"Louisiana;SouthStar Urgent Care;2100 East Madison Ave;Bastrop;Clinic;318-239-4413"
"Louisiana;Walmart;9350 Cortana Pl;Baton Rogue;Drive-thru;"
"Louisiana;Patient Plus Urgent Care;2840 Florida Blvd;Baton Rouge;Clinic;225-224-2402"
"Louisiana;Patient Plus Urgent Care;5420 Plank Road;Baton Rouge;Clinic;225-228-2452"
"Louisiana;Ochsner Urgent Care and Occupations Health;18303 Old Perkins Road East;Baton Rouge;Clinic;225-236-5980"
"Louisiana;Patient Plus Urgent Care;9688 Florida Blvd;Baton Rouge;Clinic;225-408-7587"
"Louisiana;Patient Plus Urgent Care;7353 Jefferson Hwy.;Baton Rouge;Clinic;225-442-0500"
"Louisiana;Patient Plus Urgent Care;4460 Perkins Rd.;Baton Rouge;Clinic;225-831-1241"
"Louisiana;Baton Rouge General’s Mid-City Campus;3600 Florida Blvd;Baton Rouge;Drive-thru;"
"Louisiana;CVS Health COVID-19 Testing Site;12880 Airline Highway;Baton Rouge;Drive-thru;"
"Louisiana;CVS Health COVID-19 Testing Site;3384 Government Street;Baton Rouge;Drive-thru;"
"Louisiana;CVS Health COVID-19 Testing Site;5360 Highland Road;Baton Rouge;Drive-thru;"
"Louisiana;CVS Health COVID-19 Testing Site;7411 Florida Boulevard;Baton Rouge;Drive-thru;"
"Louisiana;CVS Health COVID-19 Testing Site;7777 Bluebonnet Boulevard, Suite 100;Baton Rouge;Drive-thru;"
"Louisiana;CVS Health COVID-19 Testing Site;9326 Burbank Drive;Baton Rouge;Drive-thru;"
"Louisiana;Ochsner Urgent Care and Occupations Health;1111 Greengate Dr., Ste. B;Covington;Clinic;985-327-6095"
"Louisiana;CVS Health COVID-19 Testing Site;1850 North Highway 190;Covington;Drive-thru;"
"Louisiana;CVS Health COVID-19 Testing Site;640 South Range Avenue;Denham Springs;Drive-thru;"
"Louisiana;SouthStar Urgent Care;1970 West Laurel;Eunice;Clinic;337-603-4006"
"Louisiana;SouthStar Urgent Care;965 Sterlington Hwy;Farmerville;Clinic;318-608-4681"
"Louisiana;Ochsner LSU Health Urgent Care;14601 Airline Hwy;Gonzales;Clinic;225-236-5970"
"Louisiana;SouthStar Urgent Care;3013 Veterans Memorial Drive;Abbeville;Clinic;337-893-2273"
"Louisiana;CVS Health COVID-19 Testing Site;1100 Veterans Memorial Drive;Abbeville;Drive-thru;"
"Louisiana;CVS Health COVID-19 Testing Site;1214 Main Street;Baker;Drive-thru;"
"Louisiana;Walmart;14507 Plank Rd;Baker;Drive-thru;"
"Louisiana;SouthStar Urgent Care;2100 East Madison Ave;Bastrop;Clinic;318-239-4413"
"Louisiana;Walmart;9350 Cortana Pl;Baton Rogue;Drive-thru;"
"Louisiana;Patient Plus Urgent Care;2840 Florida Blvd;Baton Rouge;Clinic;225-224-2402"
"Louisiana;Patient Plus Urgent Care;5420 Plank Road;Baton Rouge;Clinic;225-228-2452"
"Louisiana;Ochsner Urgent Care and Occupations Health;18303 Old Perkins Road East;Baton Rouge;Clinic;225-236-5980"
"Louisiana;Patient Plus Urgent Care;9688 Florida Blvd;Baton Rouge;Clinic;225-408-7587"
"Louisiana;Patient Plus Urgent Care;7353 Jefferson Hwy.;Baton Rouge;Clinic;225-442-0500"
"Louisiana;Patient Plus Urgent Care;4460 Perkins Rd.;Baton Rouge;Clinic;225-831-1241"
"Louisiana;Baton Rouge General’s Mid-City Campus;3600 Florida Blvd;Baton Rouge;Drive-thru;"
"Louisiana;CVS Health COVID-19 Testing Site;12880 Airline Highway;Baton Rouge;Drive-thru;"
"Louisiana;CVS Health COVID-19 Testing Site;3384 Government Street;Baton Rouge;Drive-thru;"
"Louisiana;CVS Health COVID-19 Testing Site;5360 Highland Road;Baton Rouge;Drive-thru;"
"Louisiana;CVS Health COVID-19 Testing Site;7411 Florida Boulevard;Baton Rouge;Drive-thru;"
"Louisiana;CVS Health COVID-19 Testing Site;7777 Bluebonnet Boulevard, Suite 100;Baton Rouge;Drive-thru;"
"Louisiana;CVS Health COVID-19 Testing Site;9326 Burbank Drive;Baton Rouge;Drive-thru;"
"Louisiana;Ochsner Urgent Care and Occupations Health;1111 Greengate Dr., Ste. B;Covington;Clinic;985-327-6095"
"Louisiana;CVS Health COVID-19 Testing Site;1850 North Highway 190;Covington;Drive-thru;"
"Louisiana;CVS Health COVID-19 Testing Site;640 South Range Avenue;Denham Springs;Drive-thru;"
"Louisiana;SouthStar Urgent Care;1970 West Laurel;Eunice;Clinic;337-603-4006"
"Louisiana;SouthStar Urgent Care;965 Sterlington Hwy;Farmerville;Clinic;318-608-4681"
"Louisiana;Ochsner LSU Health Urgent Care;14601 Airline Hwy;Gonzales;Clinic;225-236-5970"
"Louisiana;SouthStar Urgent Care;3013 Veterans Memorial Drive;Abbeville;Clinic;337-893-2273"
"Louisiana;CVS Health COVID-19 Testing Site;1100 Veterans Memorial Drive;Abbeville;Drive-thru;"
"Louisiana;CVS Health COVID-19 Testing Site;1214 Main Street;Baker;Drive-thru;"
"Louisiana;Walmart;14507 Plank Rd;Baker;Drive-thru;"
"Louisiana;SouthStar Urgent Care;2100 East Madison Ave;Bastrop;Clinic;318-239-4413"
"Louisiana;Walmart;9350 Cortana Pl;Baton Rogue;Drive-thru;"
"Louisiana;Patient Plus Urgent Care;2840 Florida Blvd;Baton Rouge;Clinic;225-224-2402"
"Louisiana;Patient Plus Urgent Care;5420 Plank Road;Baton Rouge;Clinic;225-228-2452"
"Louisiana;Ochsner Urgent Care and Occupations Health;18303 Old Perkins Road East;Baton Rouge;Clinic;225-236-5980"
"Louisiana;Patient Plus Urgent Care;9688 Florida Blvd;Baton Rouge;Clinic;225-408-7587"
"Louisiana;Patient Plus Urgent Care;7353 Jefferson Hwy.;Baton Rouge;Clinic;225-442-0500"
"Louisiana;Patient Plus Urgent Care;4460 Perkins Rd.;Baton Rouge;Clinic;225-831-1241"
"Louisiana;Baton Rouge General’s Mid-City Campus;3600 Florida Blvd;Baton Rouge;Drive-thru;"
"Louisiana;CVS Health COVID-19 Testing Site;12880 Airline Highway;Baton Rouge;Drive-thru;"
"Louisiana;CVS Health COVID-19 Testing Site;3384 Government Street;Baton Rouge;Drive-thru;"
"Louisiana;CVS Health COVID-19 Testing Site;5360 Highland Road;Baton Rouge;Drive-thru;"
"Louisiana;CVS Health COVID-19 Testing Site;7411 Florida Boulevard;Baton Rouge;Drive-thru;"
"Louisiana;CVS Health COVID-19 Testing Site;7777 Bluebonnet Boulevard, Suite 100;Baton Rouge;Drive-thru;"
"Louisiana;CVS Health COVID-19 Testing Site;9326 Burbank Drive;Baton Rouge;Drive-thru;"
"Louisiana;Ochsner Urgent Care and Occupations Health;1111 Greengate Dr., Ste. B;Covington;Clinic;985-327-6095"
"Louisiana;CVS Health COVID-19 Testing Site;1850 North Highway 190;Covington;Drive-thru;"
"Louisiana;CVS Health COVID-19 Testing Site;640 South Range Avenue;Denham Springs;Drive-thru;"
"Louisiana;SouthStar Urgent Care;1970 West Laurel;Eunice;Clinic;337-603-4006"
"Louisiana;SouthStar Urgent Care;965 Sterlington Hwy;Farmerville;Clinic;318-608-4681"
"Louisiana;Ochsner LSU Health Urgent Care;14601 Airline Hwy;Gonzales;Clinic;225-236-5970"
"Louisiana;Thibodaux Regional Health System;506 North Acadia Road;Thibodaux;Drive-thru;"
"Louisiana;SouthStar Urgent Care;4319 Carter Street;Vidalia;Clinic;318-414-2190"
"Louisiana;SouthStar Urgent Care;804 East Lasalle Street;Ville Platte;Clinic;337-317-8781"
"Louisiana;Alario Center;2000 Segnette Blvd;Westwego;Drive-thru;"
"Louisiana;SouthStar Urgent Care;3645 Front Street;Winnsboro;Clinic;318-239-4432"
"Louisiana;AHS Walk-In Clinic;6011 Ambassador Caffery Pkwy;Youngsville;Clinic;337-234-9925"
"Maine;CVS Health COVID-19 Testing Site;8 Union Street;Auburn;Drive-thru;"
"Maine;Maine Health;35 Medical Center Parkway;Augusta;Clinic;207-626-1041"
"Maine;CVS Health COVID-19 Testing Site;24 Stone Street, Suite 120;Augusta;Drive-thru;"
"Maine;Maine General Medical Center;35 Medical Center Pkwy;Augusta;Drive-thru;"
"Maine;Convenient MD;543 Broadway;Bangor;Clinic;207-922-1300"
"Maine;Bass Park;Bass Park Blvd;Bangor;Drive-thru;"
"Maine;Cooper Gilmore Health Center;17 Hancock Street;Bar Harbor;Drive-thru;207-801-5900"
"Maine;Maine Health;118 Northport Avenue;Belfast;Clinic;207-338-2500"
"Maine;Maine Health;1 Medical Center Drive;Biddeford;Clinic;207-283-7000"
"Maine;CVS Health COVID-19 Testing Site;384 Elm Street;Biddeford;Drive-thru;"
"Maine;Northern Light Blue Hill Hospital;57 Water St;Blue Hill;Drive-thru;844-489-1822"
"Maine;Maine Health;6 St Andrews LN;Boothbay Harbor;Clinic;207-663-1940"
"Maine;Bridgton Hospital;10 Hospital Drive;Bridgton;Hospital;207-647-6000"
"Maine;Convenient MD;193 Bath Rd;Brunswick;Clinic;(207) 424-2272"
"Maine;Calais Regional Hospital Ambulance Entrance;24 Hospital Ln;Calais;Hospital;207.454.7521"
"Maine;Maine Health;35 Miles St;Damariscotta;Clinic;207-563-1234"
"Maine;Maine Health;111 Franklin Health Commons;Farmington;Clinic;207-778-6031"
"Maine;Maine Health;2 Livewell DR - North Tower;Kennebunk;Clinic;207-467-6900"
"Maine;Maine Health;100 Campus Avenue;Lewiston;Clinic;207-777-8590"
"Maine;Maine Urgent Care;685 Sabattus Street;Lewiston;Clinic;207-795-5050"
"Maine;Maine Health;3073 White Mountain HWY;North Conway;Clinic;603-356-4949"
"Maine;Maine Health;3073 White Mountain Highway;North Conway;Clinic;603-356-5461"
"Maine;Maine Health;181 Main Street;Norway;Clinic;207-743-5933"
"Maine;Anthem Blue Cross;2 Gannett Drive;Portland;Drive-thru;(207) 358-7400"
"Maine;Convenient MD;191 Marginal Way;Portland;Clinic;207-517-3838"
"Maine;Maine Health;22 Bramhall Street;Portland;Clinic;207-662-0111"
"Maine;Maine Health;335 Brighton Avenue;Portland;Clinic;207-775-4000"
"Maine;Mercy Hospital's Fore River campus;175 Fore River Pkwy floor 1;Portland;Drive-thru;844-489-1822"
"Maine;CVS Health COVID-19 Testing Site;111 Auburn Street;Portland;Drive-thru;"
"Maine;Walgreens;701 Forest Ave;Portland;Drive-thru;"
"Maine;Maine Health;6 Glen Cove Drive;Rockport;Clinic;207-301-8000"
"Maine;Maine Health;655 Main ST;Saco;Clinic;207-294-5600"
"Maine;Convenient MD;506 Main Street;Saco;Clinic;207-571-7991"
"Maine;Maine Health;25A June ST STE 011;Sanford;Clinic;207-490-7900"
"Maine;ClearChoiceMD Urgent Care;273 Payne Road;Scarborough;Clinic;(207) 618-9355"
"Maine;Redington-Fairview General Hospital;46 Fairview Avenue;Skowhegan;Drive-thru;207-474-5121"
"Maine;AFC Urgent Care South Portland;230 Waterman Dr;South Portland;Clinic;207.358.3188"
"Maine;CVS Health COVID-19 Testing Site;51 Market Street;South Portland;Drive-thru;"
"Maine;Maine Urgent Care;105 Topsham Fair Mall Rd.;Topsham;Clinic;207-798-6300"
"Maine;Inland Hospital;200 Kennedy Memorial Dr;Waterville;Drive-thru;"
"Maine;Convenient MD;950 Main St.;Westbrook;Clinic;207-517-3800"
"Maine;Maine Health;123 Andover Road;Westbrook;Clinic;207-761-2200"
"Maine;York Walk-In Care;343 US Route 1;York;Drive-thru;207-351-2000"
"Maryland;Department of Health Annex Building;1 Harry S. Truman Parkway;Annapolis;Drive-thru;410-222-7256"
"Maryland;Righttime Medical Care;2114 Generals Highway;Annapolis;Clinic;888-808-6483"
"Maryland;CVS Health COVID-19 Testing Site;975 Bay Ridge Road;Annapolis;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;503 South Cherry Grove Avenue;Annapolis;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;1500 Ritchie Highway, SWC;Arnold;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;2504 North Charles Street;Baltimore;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;2560 West Franklin Street;Baltimore;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;9519 Philadelphia Road;Baltimore;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;11100 Baltimore Avenue;Beltsville;Drive-thru;"
"Maryland;Johns Hopkins Suburban Hospital;8600 Old Georgetown Rd.;Bethesda;Hospital;443-997-9537"
"Maryland;Righttime Medical Care;4507 Stanford Street;Bethesda;Clinic;888-808-6483"
"Maryland;CVS Health COVID-19 Testing Site;7809 Wisconsin Avenue;Bethesda;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;1910 Crain Highway;Bowie;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;6001 Highbridge Road;Bowie;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;15600 Columbia Pike;Burtonsville;Drive-thru;"
"Maryland;Righttime Medical Care;44980 St. Andrew's Church Road;California;Clinic;888-808-6483"
"Maryland;Your Doc's In Urgent Care;300 Sunburst Hwy;Cambridge;Clinic;877-222-4937"
"Maryland;CVS Health COVID-19 Testing Site;4840 Marlboro Pike;Capitol Heights;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;9305-9 Harford Road;Carney;Drive-thru;"
"Maryland;Righttime Medical Care;6500 Baltimore National Pike;Catonsville;Clinic;888-808-6483"
"Maryland;CVS Health COVID-19 Testing Site;6383 Ten Oaks Road;Clarksville;Drive-thru;"
"Maryland;Walgreens;122 Cranbrook Road;Cockeysville;Drive-thru;"
"Maryland;University of Maryland Urgent Care;5890 Waterloo Road;Columbia;Clinic;667-214-2100"
"Maryland;Righttime Medical Care;6334 Cedar Lane;Columbia;Clinic;888-808-6483"
"Maryland;CVS Health COVID-19 Testing Site;5405 Lynx Lane;Columbia;Drive-thru;"
"Maryland;Righttime Medical Care;2225-D Defense Hwy;Crofton;Clinic;888-808-6483"
"Maryland;Vehicle Emissions Site;721 E Ordnance Rd;Curtis Bay;Drive-thru;"
"Maryland;Your Doc's In Urgent Care;8163 Ocean Gateway;Easton;Clinic;877-222-4936"
"Maryland;CVS Health COVID-19 Testing Site;1013 Woodbridge Center Way;Edgewood;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;6040 Sykesville Road;Eldersburg;Drive-thru;"
"Maryland;Centennial Medical Group;8186 Lark Brown Rd;Elkridge;Clinic;410-730-3399"
"Maryland;AllCare;9396 Baltimore Natl Pike;Ellicott City;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;50 Eastern Boulevard;Essex;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;228 Mountain Road;Fallston;Drive-thru;"
"Maryland;vehicle emissions site;1631 Robin Cir #3068;Forest Hill;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;7012 Marlboro Pike;Forestville;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;11906 Livingston Road;Fort Washington;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;8201 Oxon Hill Road;Fort Washington;Drive-thru;"
"Maryland;Righttime Medical Care;201 Shorebird St.;Frederick;Clinic;888-808-6483"
"Maryland;CVS Health COVID-19 Testing Site;2040 Rosemont Avenue;Frederick;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;1460B West Patrick Street;Frederick;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;8032 Liberty Road;Frederick;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;8197 Westside Boulevard;Fulton;Drive-thru;"
"Maryland;Righttime Medical Care;882 Muddy Branch Road;Gaithersburg;Clinic;888-808-6483"
"Maryland;CVS Health COVID-19 Testing Site;12215 Darnestown Road;Gaithersburg;Drive-thru;"
"Maryland;Chesapeake ERgent Care;1071 MD-3 #101;Gambrills;Drive-thru;"
"Maryland;Upcounty Regional Services Center;12900 Middlebrook Road;Germantown;;240-777-1755"
"Maryland;Medical Access;12321 Middlebrook Rd;Germantown;Clinic;301-273-7549"
"Maryland;Righttime Medical Care;19777 Frederick Road;Germantown;Clinic;888-808-6483"
"Maryland;CVS Health COVID-19 Testing Site;12825 Wisteria Drive;Germantown;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;19901 Frederick Road;Germantown;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;7400 Ritchie Highway;Glen Burnie;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;8601 Martin Luther King Jr. Hwy.;Glenarden;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;5910 Greenbelt Road;Greenbelt;Drive-thru;"
"Maryland;Meritus Health;24 N. Walnut Street;Hagerstown;Hospital;301-790-8000"
"Maryland;CVS Health COVID-19 Testing Site;10 East Wilson Boulevard;Hagerstown;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;1503 Potomac Avenue;Hagerstown;Drive-thru;"
"Maryland;Meritus;13620 Crayton Blvd.;Hagerstown;Drive-thru;"
"Maryland;Righttime Medical Care;7698 Dorchester Blvd.;Hanover;Clinic;888-808-6483"
"Maryland;CVS Health COVID-19 Testing Site;7706 Milestone Parkway;Hanover;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;1008 Pulaski Highway;Havre De Grace;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;5621 Sargent Road;Hyattsville;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;7650 Port Capital Dr.;Jessup;Drive-thru;"
"Maryland;Righttime Medical Care;500 Charles Street;La Plata;Clinic;888-808-6483"
"Maryland;FedEx Field;1600 Fedex Way;Landover;Drive-thru;301-883-6627"
"Maryland;CVS Health COVID-19 Testing Site;7401 Annapolis Road;Landover Hills;Drive-thru;"
"Maryland;Doctors Community Hospital;8118 Good Luck Rd;Lanham;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;8201 Annapolis Road;New Carrolton;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;5414 Rotary Avenue;New Market;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;4140 Joppa Road;Nottingham;Drive-thru;"
"Maryland;Your Doc's In Urgent Care;12385 Ocean Gateway;Ocean City;Clinic;877-222-4939"
"Maryland;CVS Health COVID-19 Testing Site;12001 Coastal Highway;Ocean City;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;1102 Annapolis Road;Odenton;Drive-thru;"
"Maryland;Righttime Medical Care;18045 Georgia Ave;Olney;Clinic;888-808-6483"
"Maryland;Owings Mills Vehicle Emissions Inspection Program;11510 Cronridge Dr;Owings Mills;Drive-thru;410-887-3816"
"Maryland;CVS Health COVID-19 Testing Site;10201 Reisterstown Road;Owings Mills;Drive-thru;"
"Maryland;Righttime Medical Care;8125-H Ritchie Hwy.;Pasadena;Clinic;888-808-6483"
"Maryland;CVS Health COVID-19 Testing Site;8501 Fort Smallwood Road;Pasadena;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;9820 Belair Road;Perry Hall;Drive-thru;"
"Maryland;Righttime Medical Care;1807 Reisterstown Road;Pikesville;Clinic;888-808-6483"
"Maryland;Your Doc's In Urgent Care;1511 Ocean Hwy;Pocomoke;Clinic;877-222-4938"
"Maryland;Righttime Medical Care;350 Fortune Terrace, Suite D;Potomac;Clinic;888-808-6483"
"Maryland;Liberty Family Resource Center;3525 Resource Dr;Randallstown;Drive-thru;410-887-3816"
"Maryland;PM Pediatrics;12254 Rockville Pike;Rockville;Drive-thru;(301) 230-2767"
"Maryland;Physicians Now Urgent Care;15215 Shady Grove Road;Rockville;Clinic;301-637-5328"
"Maryland;Righttime Medical Care;12220 Rockville Pike;Rockville;Clinic;888-808-6483"
"Maryland;CVS Health COVID-19 Testing Site;1580 Rockville Pike;Rockville;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;20 Upper Rock Circle;Rockville;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;360 Hungerford Dr.;Rockville;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;799 Rockville Pike;Rockville;Drive-thru;"
"Maryland;Your Doc's In Urgent Care;2425 N. Salisbury Blvd;Salisbury;Clinic;877-222-4934"
"Maryland;Your Doc's In Urgent Care;1135 S. Salisbury Blvd;Salisbury;Clinic;877-222-4935"
"Maryland;CVS Health COVID-19 Testing Site;1016 South Salisbury Boulevard;Salisbury;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;7851 Telegraph Road;Severn;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;2600 Annapolis Road;Severn;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;157 Ritchie Highway;Severna Park;Drive-thru;"
"Maryland;Vehicle emissions site;2121 Industrial Parkway;Silver Spring;Drive-thru;240-777-1755"
"Maryland;Righttime Medical Care;20 University Boulevard East;Silver Spring;Clinic;888-808-6483"
"Maryland;CVS Health COVID-19 Testing Site;3714 Branch Avenue;Temple Hills;Drive-thru;"
"Maryland;Maryland State Fairgrounds;2200 York Rd;Timonium;Drive-thru;410-887-3816"
"Maryland;Righttime Medical Care;7825 York Road;Towson;Clinic;888-808-6483"
"Maryland;CVS Health COVID-19 Testing Site;5100 Brown Station Road;Upper Marlboro;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;7600 SE Crain Highway;Upper Marlboro;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;3350 Worthington Road;Urbana;Drive-thru;"
"Maryland;Righttime Medical Care;3350 Crain Hwy.;Waldorf;Clinic;888-808-6483"
"Maryland;CVS Health COVID-19 Testing Site;3061 Technology Place;Waldorf;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;3855 Leonardtown Road;Waldorf;Drive-thru;"
"Maryland;vehicle emissions site;28 Henry Ford Cir #2787;Waldorf;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;11190 Viers Mill Road;Wheaton;Drive-thru;"
"Maryland;CVS Health COVID-19 Testing Site;4200 Altamont Place;White Plains;Drive-thru;"
"Massachusetts;Sturdy Memorial Urgent;266 Washington St;Attleboro;Drive-thru;"
"Massachusetts;Capecode Community College;2240 Iyannough Rd, West;Barnstable;Drive-thru;1-844-ASK-CCHC"
"Massachusetts;American Family Urgent Care;154 Great Road;Bedford;Clinic;781-430-8161"
"Massachusetts;Bellingham Urgent Care;1 Wrentham Street;Bellingham;Clinic;508-488-5488"
"Massachusetts;Convenient MD;245 Hartford Ave;Bellingham;Drive-thru;774-295-4355"
"Massachusetts;CVS Health COVID-19 Testing Site;370 Pulaski Boulevard;Bellingham;Drive-thru;"
"Massachusetts;American Family Care;50 Dodge St;Beverly;Clinic;(978) 922 – 2171"
"Massachusetts;Care Well Urgent Care;510 Boston Road;Billerica;Clinic;800-659-5411"
"Massachusetts;One Medical;185 Dartmouth Street Suite 603;Boston;Drive-thru;617-224-5351"
"Massachusetts;Dimock Health Center;55 Dimock St;Boston;Clinic;617-442-8800 ext. 2683"
"Massachusetts;Josiah Quincy School;885 Washington Street;Boston;Clinic;617-636-0019"
"Massachusetts;One Medical;28 State Street Suite 2860;Boston;Drive-thru;617-903-5000"
"Massachusetts;Fenway Health;1340 Boylston Street;Boston;Clinic/ Drive-thru;617.927.6000"
"Massachusetts;Fenway Health;142 Berkeley Street;Boston;Clinic/ Drive-thru;617.927.6000"
"Massachusetts;Fenway Health;75 Kneeland Street;Boston;Clinic/ Drive-thru;617.927.6000"
"Massachusetts;Brigham and Women’s Hospital - ambulance bay;75 Francis St;Boston;Drive-thru;"
"Massachusetts;Suffolk Downs;525 William F McClellan Hwy;Boston;Drive-thru;"
"Massachusetts;Suffolk Downs Race Track;525 William F McClellan Hwy;Boston;Drive-thru;"
"Massachusetts;CVS Health COVID-19 Testing Site;178 Washington Street;Braintree;Drive-thru;"
"Massachusetts;Care Central;233 Broad Street;Bridgewater;Drive-thru;(508) 807-5265"
"Massachusetts;CVS Health COVID-19 Testing Site;9-19 Summer Street;Bridgewater;Drive-thru;"
"Massachusetts;Brockton High School;470 Forest Ave;Brockton;Drive-thru;844-483-7819"
"Massachusetts;Walmart;700 Oak St;Brockton;Drive-thru;"
"Massachusetts;American Family Urgent Care;90 Middlesex Tpke;Burlington;Clinic;781-270-4700"
"Massachusetts;First Church Cambridge;11 Garden Street;Cambridge;Clinic;617-665-3795"
"Massachusetts;Jefferson Park Clinic;266-B Rindge Avenue;Cambridge;Clinic;617-665-3795"
"Massachusetts;Millers Rivers Apartment;661 Cambridge Street;Cambridge;Clinic;617-665-3795"
"Massachusetts;Pisani Center;131 Washington Street;Cambridge;Clinic;617-665-3795"
"Massachusetts;Care Well Urgent Care;1400 Cambridge Street;Cambridge;Clinic;800-659-5411"
"Massachusetts;Care Well Urgent Care;601-603 Concord Ave;Cambridge;Clinic;800-659-5411"
"Massachusetts;CVS Health COVID-19 Testing Site;100D North Main Street;Carver;Drive-thru;"
"Massachusetts;CVS Health COVID-19 Testing Site;142 Worcester Road;Charlton;Drive-thru;"
"Massachusetts;Beth Israel Deaconess HealthCare-Chelsea;1000 Broadway;Chelsea;Clinic;617-975-6060"
"Massachusetts;CVS Health COVID-19 Testing Site;1010 Revere Beach Parkway;Chelsea;Drive-thru;"
"Massachusetts;One Medical;199 Boylston St;Chestnut Hill;Drive-thru;1-888-ONEMED1"
"Massachusetts;Physician One Urgent Care;1210 Boylston Street;Chestnut Hill;Clinic;617.608.3215"
"Massachusetts;MedExpress;1505 Memorial Drive;Chicopee;Clinic;413-533-3049"
"Massachusetts;CVS Health COVID-19 Testing Site;235 Center Street;Chicopee;Drive-thru;"
"Massachusetts;Ocean State Healthcare;2140 Mendon Rd.;Cumberland;Drive-thru;(401) 642-2072"
"Massachusetts;CVS Health COVID-19 Testing Site;311 Newbury Street;Danvers;Drive-thru;"
"Massachusetts;Pediatrics Urgent Care;719 Providence Highway;Dedham;Drive-thru;781.461.6767"
"Massachusetts;Daniel Driscoll – Neponset Health Center;398 Neponset Avenue;Dorchester;Drive-thru;(617) 282-3200"
"Massachusetts;DotHouse Health;1353 Dorchester Ave;Dorchester;Hospital;(617) 288-3230"
"Massachusetts;Codman Square Health Center;637 Washington Street;Dorchester;Clinic;(617) 825-9660"
"Massachusetts;Upham's Corner Health Center;415 Columbia Rd;Dorchester;Clinic;617-287-8000"
"Massachusetts;Bowdoin Street Health Center;230 Bowdoin Street;Dorchester;Clinic;617-754-0100"
"Massachusetts;Harvard Street Neighborhood Health center;632 Blue Hill Ave;Dorchester;Clinic;617-825-3400"
