Eligibility,Link
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Must be pre-screened or have a doctor's referral,https://www.hopkinsmedicine.org/coronavirus/index.html
first responders; individuals with symptoms,https://www.myrighttime.com/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
first responders; individuals with symptoms,https://www.myrighttime.com/
,https://www.yourdocsin.com/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
first responders; individuals with symptoms,https://www.myrighttime.com/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
No appointment needed. A valid ID is required. Bring insurance card if you have one.,
Must be evaluated by phone first; priority is given to high-risk patients,https://www.umfpi.org/locations/urgent-care
first responders; individuals with symptoms,https://www.myrighttime.com/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
first responders; individuals with symptoms,https://www.myrighttime.com/
"people with symptoms who are either a health-care worker, a first-responder, over 65 years old, live in group homes or are deemed “medically unstable” by their doctor.",https://aahealth.org/covid-19-testing-at-veip-sites/
,https://www.yourdocsin.com/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.centennialmedical.com/covid-19-testing-and-patient-faqs/
telemedicine visit first,https://allcarefamilymed.com/coronavirus
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
"people with symptoms who are either a health-care worker, a first-responder, over 65 years old, live in group homes or are deemed “medically unstable” by their doctor.",https://www.umms.org/uch/coronavirus/mobile-testing
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
first responders; individuals with symptoms,https://www.myrighttime.com/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
first responders; individuals with symptoms,https://www.myrighttime.com/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,
Appt only; PCP referral,https://montgomerycountymd.gov/HHS/RightNav/Coronavirus.html
,https://www.medicalaccessmd.com/coronavirus-covid-19
first responders; individuals with symptoms,https://www.myrighttime.com/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Must have symptoms,https://www.meritushealth.com/patients-visitors/public-notice/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
symptomatic,https://www.meritushealth.com/patients-visitors/public-notice/
first responders; individuals with symptoms,https://www.myrighttime.com/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
first responders; individuals with symptoms,https://www.myrighttime.com/
appts only;,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.yourdocsin.com/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
first responders; individuals with symptoms,https://www.myrighttime.com/
referral; appt only,https://www.baltimorecountymd.gov/News/BaltimoreCountyNow/baltimore-county-announces-two-new-covid-19-testing-sites
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
first responders; individuals with symptoms,https://www.myrighttime.com/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
first responders; individuals with symptoms,https://www.myrighttime.com/
,https://www.yourdocsin.com/
first responders; individuals with symptoms,https://www.myrighttime.com/
referral; appt only,https://www.baltimorecountymd.gov/News/BaltimoreCountyNow/baltimore-county-announces-two-new-covid-19-testing-sites
folks 26 and under + household members/frontline workers; pre registered as patients,https://pmpediatrics.com/covid-rockville/
,https://www.myphysiciansnow.com/covid-19-testing
first responders; individuals with symptoms,https://www.myrighttime.com/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Anyone who meets mandatory guidelines,https://www.yourdocsin.com/
,https://www.yourdocsin.com/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
PCP referral,https://montgomerycountymd.gov/HHS/RightNav/Coronavirus.html
first responders; individuals with symptoms,https://www.myrighttime.com/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
referral; appt only,https://www.baltimorecountymd.gov/News/BaltimoreCountyNow/baltimore-county-announces-two-new-covid-19-testing-sites
first responders; individuals with symptoms,https://www.myrighttime.com/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
first responders; individuals with symptoms,https://www.myrighttime.com/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
"people with symptoms who are either a health-care worker, a first-responder, over 65 years old, live in group homes or are deemed “medically unstable” by their doctor.",http://www.charlescountyhealth.org/veip-testing-information/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
"Sturdy Memorial patients, appointment only",https://patch.com/massachusetts/attleboro/coronavirus-drive-thru-testing-center-opens-south-attleboro
,https://www.capecodhealth.org/medical-services/infectious-disease/coronavirus/
,https://afcurgentcarestoneham.com/covid-19-testing-and-faqs-stoneham/
,https://natickurgentcare.com/
,https://convenientmd.com/covid-19-testing/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.afcurgentcarebeverly.com/covid-19-updates-faqs/
,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
,https://www.onemedical.com/coronavirus/
,https://www.dimock.org/
,https://www.tuftsmedicalcenter.org/covidtesting
,https://www.onemedical.com/coronavirus/
,https://fenwayhealth.org/care/medical/covid-19-testing/
,https://fenwayhealth.org/care/medical/covid-19-testing/
,https://fenwayhealth.org/care/medical/covid-19-testing/
,
first responders only,https://ebnhc.org/en/visitorpatient-info/covid-19/covid-19-testing.html
first responders only,https://patch.com/massachusetts/boston/boston-opens-first-coronavirus-testing-site-suffolk-downs
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://carecentralurgentcare.com/covid-19-virus-announcement/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
call ahead,https://www.enterprisenews.com/news/20200505/drive-through-coronavirus-testing-underway-at-brockton-high-school
,https://corporate.walmart.com/covid19testing
,https://afcurgentcarestoneham.com/covid-19-testing-and-faqs-stoneham/
,https://www.cambridgema.gov/-/media/Files/citymanagersoffice/COVID19/covid19testingjuly.pdf
,https://www.cambridgema.gov/-/media/Files/citymanagersoffice/COVID19/covid19testingjuly.pdf
,https://www.cambridgema.gov/-/media/Files/citymanagersoffice/COVID19/covid19testingjuly.pdf
,https://www.cambridgema.gov/-/media/Files/citymanagersoffice/COVID19/covid19testingjuly.pdf
,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.bidmc.org/patient-and-visitor-information/covid-19-update
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
appt only,https://www.onemedical.com/blog/live-well/covid-19-testing-one-medical
,https://physicianoneurgentcare.com/coronavirus2019
,https://www.medexpress.com/location/ma/chicopee/cps/?utm_source=yext&utm_medium=organic&utm_campaign=Evergreen
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.oceanstateurgentcare.com/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://pmpediatrics.com/coronavirus-covid-19-frequently-asked-questions/
,https://www.hhsi.us/locations/daniel-driscoll-neponset-health-center/
,http://www.dorchesterhouse.org/COVID_19Testing.htm
,https://www.codman.org/coronavirus-covid-19/
,http://uphamscornerhealthcenter.org/uchc-expansion-of-covid-19-testing/
,https://www.bidmc.org/patient-and-visitor-information/covid-19-update
,http://www.harvardstreet.org/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,
,https://convenientmd.com/covid-19-testing/
,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Call first,https://www.framinghamma.gov/2895/Resources-for-Residents
,https://convenientmd.com/covid-19-testing/
,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
,https://www.carespot.com/covid19-visitor-info/
,https://www.baystatehealth.org/covid19/testing
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.manetchc.org/coronavirus-updates/
,https://www.hhsi.us/locations/harbor-community-health-center-hyannis/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.lawrencegeneral.org/about-us/monitoring-covid-19
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.lchcnet.org/front
,http://phcapediatrics.com/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
,https://www.umassmemorialhealthcare.org/marlborough-hospital/covid-19-testing-tent-resources-marlborough-hospital
,
,http://phcapediatrics.com/
,https://afcurgentcarestoneham.com/covid-19-testing-and-faqs-stoneham/
,https://familymedicinemiddleton.com/covid-19/
No appointment needed. A valid ID is required. Bring insurance card if you have one.,
,https://afcurgentcarestoneham.com/covid-19-testing-and-faqs-stoneham/
,https://nantuckethospital.org/covid-19-testing-at-nantucket/
,https://natickurgentcare.com/
,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://convenientmd.com/covid-19-testing/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://natickurgentcare.com/
,https://carecentralurgentcare.com/covid-19-virus-announcement/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.carespot.com/covid19-visitor-info/
,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
,https://www.southshorehealth.org/covid-19
,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
,https://natickurgentcare.com/
,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
,http://phcapediatrics.com/
,https://convenientmd.com/covid-19-testing/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://convenientmd.com/covid-19-testing/
,
,https://www.manetchc.org/coronavirus-updates/
,
,https://www.manetchc.org/coronavirus-updates/
,https://www.manetchc.org/coronavirus-updates/
call first to be pre-screened,https://convenientmd.com/our-locations/?state=ma&status=open
,https://convenientmd.com/covid-19-testing/
,https://corporate.walmart.com/covid19testing
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,http://phcapediatrics.com/
,https://roslindale.org/news/community-covid-19-testing
,http://www.wshc.org/
,https://www.bidmc.org/patient-and-visitor-information/covid-19-update
,https://nsmc.partners.org/covid-19-nsmc-updates
,http://phcapediatrics.com/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://corporate.walmart.com/covid19testing
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.oceanstateurgentcare.com/
,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
current Cambridge Health Alliance patients only,https://www.challiance.org/about/newsroom/cambridge_health_alliance_to_provide_covid19_testi_1178
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.baystatehealth.org/covid19/testing
,https://www.baystatehealth.org/covid19/testing
,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://afcurgentcarestoneham.com/covid-19-testing-and-faqs-stoneham/
,https://carecentralurgentcare.com/covid-19-virus-announcement/
,https://www.afcurgentcarebeverly.com/covid-19-updates-faqs/
,https://www.manetchc.org/coronavirus-updates/
,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://afcurgentcarestoneham.com/covid-19-testing-and-faqs-stoneham/
,https://physicianoneurgentcare.com/coronavirus2019
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
No appointment needed. A valid ID is required. Bring insurance card if you have one.,https://www.walgreens.com/findcare/covid19/testing?ext=goodrx
,https://www.baystatehealth.org/covid19/testing
,https://www.oceanstateurgentcare.com/
,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.baystatehealth.org/covid19/testing
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://physicianoneurgentcare.com/coronavirus2019
,https://convenientmd.com/covid-19-testing/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://pmpediatrics.com/coronavirus-covid-19-frequently-asked-questions/
,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.stvincenthospital.com/our-response-to-COVID-19
,https://www.umassmemorialhealthcare.org/umass-memorial-medical-center/physicians/covid-19-call-ahead-testing-resources
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.yorkhospital.com/york-hospital-and-town-of-york-to-open-drive-thru-covid-19-testing-center-on-june-1st/
,
,https://www.midmichigan.org/conditions-treatments/coronavirus/
No physician order needed,https://michiganurgentcare.com/
only for patients and employees; call ahead for phone screen,https://www.uofmhealth.org/coronavirus/appt-locations-update-covid-19
only for patients and employees; call ahead for phone screen,https://www.mottchildren.org/coronavirus/appt-locations-update-covid-19
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Physician order required,https://www.mclaren.org/main/locations?taxonomy=walk-in-clinics
Physician order required,https://www.mclaren.org/main/locations?taxonomy=walk-in-clinics
,https://corporate.walmart.com/covid19testing
,https://www.carespot.com/covid19-visitor-info/
only for patients and employees; call ahead for phone screen,https://www.mlive.com/news/ann-arbor/2020/03/michigan-medicine-begins-offering-curbside-covid-19-screenings.html
No physician order needed,https://michiganurgentcare.com/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://corporate.walmart.com/covid19testing
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
No physician order needed,https://michiganurgentcare.com/
Pre-screening required,"https://www.michigan.gov/coronavirus/0,9753,7-406-98189---,00.html"
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,
,
,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.riteaid.com/pharmacy/services/covid-19-testing
Appointment only – complete questionnaire: Walgreens.com/Covid19Testing,https://www.walgreens.com/findcare/covid19/testing?ext=goodrx
No prescription needed from your doctor,https://michiganurgentcare.com/
visit site for prescreen,https://www.projectbaseline.com/study/covid-19/#study-locations
,https://www.riteaid.com/pharmacy/services/covid-19-testing
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
No prescription needed from your doctor,https://michiganurgentcare.com/
,https://corporate.walmart.com/covid19testing
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Must have doctor's orders,https://www.mclaren.org/main/locations?taxonomy=walk-in-clinics
,https://www.thelittleclinic.com/drivethru-testing
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.riteaid.com/pharmacy/services/covid-19-testing
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
No prescription needed from your doctor,https://michiganurgentcare.com/
Adults 18 and up with symptoms,https://saydetroit.org/covid-19-mobile-testing-center-opens-at-say-clinic-in-highland-park/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
symptoms or having been exposed to covid/recently traveled,"https://www.michigan.gov/coronavirus/0,9753,7-406-98189---,00.html"
visit site for prescreen,https://www.projectbaseline.com/study/covid-19/#study-locations
Must have doctor's orders,https://www.mclaren.org/main/locations?taxonomy=walk-in-clinics
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,
Must have doctor's orders,https://www.mclaren.org/main/locations?taxonomy=walk-in-clinics
,https://www.carespot.com/covid19-visitor-info/
visit site for prescreen,https://www.projectbaseline.com/study/covid-19/#study-locations
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Call first,https://www.medexpress.com/covid19/medexpress-covid19-testing-centers.html
,https://corporate.walmart.com/covid19testing
Must have doctor's orders,https://www.mclaren.org/main/locations?taxonomy=walk-in-clinics
,https://corporate.walmart.com/covid19testing
,https://corporate.walmart.com/covid19testing
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://corporate.walmart.com/covid19testing
Call first,https://www.medexpress.com/covid19/medexpress-covid19-testing-centers.html
,https://www.carespot.com/covid19-visitor-info/
,https://www.spectrumhealth.org/covid19
,https://www.carespot.com/covid19-visitor-info/
visit site for prescreen,https://www.projectbaseline.com/study/covid-19/#study-locations
,https://www.riteaid.com/pharmacy/services/covid-19-testing
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.carespot.com/covid19-visitor-info/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://corporate.walmart.com/covid19testing
visit site for prescreen,
,https://www.riteaid.com/pharmacy/services/covid-19-testing
,https://corporate.walmart.com/covid19testing
pre-screening,"https://www.michigan.gov/coronavirus/0,9753,7-406-98189---,00.html"
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
No prescription needed from your doctor,https://michiganurgentcare.com/
referral; no appt needed,https://www.mlive.com/public-interest/2020/04/a-coronavirus-specimens-trip-from-a-patients-nostril-through-a-michigan-testing-lab.html
No prescription needed from your doctor,https://michiganurgentcare.com/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.mlive.com/news/ann-arbor/2020/04/eastern-michigan-university-graduate-nursing-students-put-in-work-at-coronavirus-drive-through-test-sites.html
,https://www.thelittleclinic.com/drivethru-testing
symptomatic people and anyone who may have been exposed,https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
symptomatic,https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
symptomatic people and anyone who may have been exposed,https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
symptomatic people and anyone who may have been exposed,https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
symptomatic people and anyone who may have been exposed,https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
symptomatic ; call for appt,https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
symptomatic people and anyone who may have been exposed,https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
symptomatic people and anyone who may have been exposed,https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.allinahealth.org/coronavirus-covid-19
Complete e-visit or call patient care line first,https://www.hennepinhealthcare.org/covid19testing/
"By appt, call first",https://www.childrensmn.org/2020/03/17/childrens-minnesota-primary-care-clinics-open/#hugo-clinic
,https://www.allinahealth.org/coronavirus-covid-20
call to schedule/book online,https://www.valleymedical.com/contents/covid-19
"By appt, call first",https://www.childrensmn.org/2020/03/17/childrens-minnesota-primary-care-clinics-open/#hugo-clinic
,https://www.allinahealth.org/coronavirus-covid-21
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.twotwelvemedical.org/news-events/
symptomatic,https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
symptomatic people and anyone who may have been exposed,https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
,https://www.allinahealth.org/coronavirus-covid-22
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.voyagehealthcare.com/
symptomatic,https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
symptomatic,https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
call ahead; symptomatic people and anyone who may have been exposed,https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
symptomatic,https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
call ahead,https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
,https://www.medexpress.com/location/mn/eden-prairie/ede/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
"By appt, call first",https://www.childrensmn.org/2020/03/17/childrens-minnesota-primary-care-clinics-open/#hugo-clinic
Call first,https://www.lrhc.org/patients-visitors/what-you-need-to-know-about-covid-19-coronavirus/
,https://www.allinahealth.org/coronavirus-covid-23
Call first,https://www.lrhc.org/patients-visitors/what-you-need-to-know-about-covid-19-coronavirus/
symptomatic people and anyone who may have been exposed,https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.slhduluth.com/patients-visitors/patient-resources/covid-19/
,https://www.medexpress.com/location/mn/hilltop/hte/
"By appt, call first",https://www.childrensmn.org/2020/03/17/childrens-minnesota-primary-care-clinics-open/#hugo-clinic
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.allinahealth.org/coronavirus-covid-24
,https://www.voyagehealthcare.com/
symptomatic people and anyone who may have been exposed; call for appt,https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
call to schedule/book online,https://www.valleymedical.com/contents/covid-19
"By appt, call first",
,https://www.allinahealth.org/coronavirus-covid-28
Complete e-visit or call patient care line first,https://www.hennepinhealthcare.org/covid19testing/
Create new patient acct first,https://www.hennepinhealthcare.org/covid19testing/
,https://northmemorial.com/covid-19/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Call first,https://www.lrhc.org/patients-visitors/what-you-need-to-know-about-covid-19-coronavirus/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
"Must have symptoms, call first",https://entirafamilyclinics.com/
,https://www.voyagehealthcare.com/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Complete e-visit or call patient care line first,https://www.hennepinhealthcare.org/covid19testing/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.allinahealth.org/coronavirus-covid-25
,https://northmemorial.com/covid-19/
call ahead,https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
phone screen before arrival,https://communityhealth.mayoclinic.org/locations/northwest-clinic
,https://www.allinahealth.org/coronavirus-covid-26
"By appt, call first",https://www.childrensmn.org/2020/03/17/childrens-minnesota-primary-care-clinics-open/#hugo-clinic
,https://www.allinahealth.org/coronavirus-covid-27
symptomatic people and anyone who may have been exposed,https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
symptomatic people and anyone who may have been exposed,https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
call or visit link to schedule,https://www.healthpartners.com/coronavirus/covid-19-testing/
"By appt, call first",
By appt only,https://unitedfamilymedicine.org/
By appt only,https://unitedfamilymedicine.org/
,https://opencitieshealth.org/
symptomatic people and anyone who may have been exposed,https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
call ahead; symptomatic people and anyone who may have been exposed,https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
symptomatic,https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
,https://www.medexpress.com/location/mn/west-st--paul/wpe/
"By appt, call first",https://www.childrensmn.org/2020/03/17/childrens-minnesota-primary-care-clinics-open/#hugo-clinic
call ahead,https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
call or visit link to schedule,https://www.healthpartners.com/coronavirus/covid-19-testing/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
call to schedule/book online,https://www.valleymedical.com/contents/covid-19
Call first,https://www.urgencyroom.com/woodbury/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,http://www.gulfportmemorial.com/
,https://singingriverhealthsystem.com/coronavirus/
,http://www.gulfportmemorial.com/
,http://www.gulfportmemorial.com/
,"https://msdh.ms.gov/msdhsite/_static/14,21912,420,874.html"
,http://www.gulfportmemorial.com/
appt only,https://www.hattiesburgclinic.com/curbsidecovid/
,https://singingriverhealthsystem.com/coronavirus/
No appointment needed. A valid ID is required. Bring insurance card if you have one.,https://www.walgreens.com/findcare/covid19/testing?ext=goodrx
,http://www.gulfportmemorial.com/
,https://www.wtok.com/content/news/Meridians-first-COVID-19-testing-site-coming-soon--569230231.html
,https://singingriverhealthsystem.com/coronavirus/
,http://www.gulfportmemorial.com/
call ahead,"https://msdh.ms.gov/msdhsite/_static/14,21912,420,874.html"
,https://singingriverhealthsystem.com/coronavirus/
call or schedule on C Spire health app,https://umc.edu/CoronaVirus/COVID-19-Testing/Home.html
call ahead,https://www.baptistonline.org/covid-19/testing-locations/baptist-memorial-hospital-desoto
,"https://msdh.ms.gov/msdhsite/_static/14,21912,420,874.html"
,https://singingriverhealthsystem.com/coronavirus/
,http://www.gulfportmemorial.com/
call or schedule on C Spire health app,https://umc.edu/CoronaVirus/COVID-19-Testing/Home.html
,https://www.totalaccessurgentcare.com/important-covid-19-updates/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.totalaccessurgentcare.com/important-covid-19-updates/
